id,is_allergen,is_sugar
f845bd22-9329-41c2-b3f1-d42141cc33e6,0,1
29d87db7-e498-465f-b983-52c36942da5d,0,1
881f8e64-e6cd-4ef9-b46b-7ceeb569eda1,0,0
817a1fc5-ab5d-4ae7-aa19-ea6d0992ef32,0,1
eb767c18-6565-44b7-ad1f-b7ac5e8d93d7,0,1
587554c1-97ab-49ac-9c29-3e943eb1ba70,0,1
3daade4c-4385-49a5-9766-05c9df5f7815,0,1
7be80323-f522-4010-95f3-3ebd0eca04b1,0,1
0af57660-7ec3-40be-bad8-dd7eba2debfa,0,0
9a4ee761-80a2-4fc0-a911-27fc0e8d997e,0,1
d25c8a49-a4a9-465a-a92b-6c2ff9077d83,0,1
ede4f28a-e5b4-475a-adf2-5215b1e734a9,0,0
1b51cb21-bb2d-486d-9b5c-50d334d75b32,0,1
3005d905-8ff3-49d4-aea4-c4e26a6cd976,0,1
d585a169-f5a4-4116-a7af-9a7cf9ae620d,0,1
b352edf4-e4d6-4b06-a5df-94b3af2fe831,0,1
14440b8c-1467-4ffb-8c89-f89228f518ab,0,1
6a0079db-a330-466a-b22f-8e270db20429,0,1
9d1cdcab-1be6-4ff8-8db8-5b75b376657a,0,1
5aa36d99-9b4b-474a-8b7a-71ee45bf86da,0,1
aab58372-c1fc-4006-a347-798124490613,0,1
c94e0ce1-f1fe-43a8-b2f8-993e5a2aa77f,0,1
54bb264a-bf3b-48b9-88c2-afbbc0f26014,0,1
c569d276-ce61-43b4-aabc-66155b0d0835,0,1
6291636c-5c0c-47a0-9aa8-e2cbd8cc83c6,0,1
fb10833f-c8bf-4071-807a-d1168db7c6ae,0,0
f9e16ebe-775e-4a8d-8679-343a0932dcc7,0,0
92efbcb1-0027-4c05-a2b3-7bfca2c02534,0,1
53205ca2-7e42-4e93-bd4c-a0abbb7ac18f,0,0
878ed2c6-a63c-4e27-a398-fbb87e0111aa,0,0
8838a68e-6268-46c3-9ab7-554c3410bdb2,0,1
a33cddcf-9ced-44b2-9676-cb38d05cea4b,0,1
29eb4ed8-ec58-4f1b-a7b9-110e995f2616,0,1
796bf190-00ca-4d73-a322-068f0b99dee2,0,1
158cc6ed-efcb-4eea-a3e2-bb99d41b47ba,0,1
a6d09559-fab0-4fb8-9d11-7da74459ff1d,0,1
2a0d0880-dd0b-485f-acd4-6a5a1fcf37c4,0,1
2bf607d4-12fb-4fa1-b3d1-078d05eae930,0,1
7cc19c4c-0ba6-4510-a1e4-46721c4e93f6,0,1
8dd12242-a585-4a6f-8624-31249a47675d,0,1
497b91d0-43a4-486a-a2cc-b201b45a330e,0,1
f4de598c-1952-4bea-a8fb-abc6ea12a49c,0,1
d9cdcd4e-93ea-43de-8ef2-0c30ff6d0c2a,0,1
352a184e-f3e7-4f10-8eb5-6439ec99dc69,0,1
28c0053e-a1b3-427a-83da-7b16dd00d3e0,0,1
11380b87-d3fc-4f47-ac8b-d725388f1368,0,1
ca0afcb9-872a-4dd3-b59c-50de549ef700,0,1
106c1e7c-c6f7-44bb-8215-965cdca366d4,0,1
3f449816-f433-454c-9c94-170b4591f252,0,1
9df2fe5f-21fc-4393-b92a-4fa2892be034,0,1
d34ee002-c2cf-4a4f-8227-c5b96e813724,0,1
1c20709a-b41e-4b9f-a695-9b7b0679c538,0,1
0d10e6b7-ff4a-4726-9d25-811f88763eaf,0,1
d37efec1-40a4-4066-9f76-e555877747d8,0,1
b439e872-aad8-4a54-bdd4-e2e039835e6b,0,1
87832ab4-23c0-41be-bb2d-12938c345017,0,1
0cf3ac5a-721b-44de-959a-60bacdd84736,0,1
a7caaf5f-5b8b-49a3-aa45-f48862e486ac,0,1
ceb5db42-3090-4e27-b148-19fc2f49ad4c,0,1
0c42fcf1-b0d8-4b76-ada1-5a068a8390dc,0,1
84d9e523-fd29-4628-b17b-a8fe2172db72,0,1
b315a6cb-f6dd-4ad3-8218-198e0c44c769,0,1
88945ea9-c53e-4605-8160-ecd711350b46,0,1
eac0adf3-f0f8-4320-8063-b07bfecde5ac,0,1
d15e42b7-5e3e-4cb9-af32-82b6659653a5,0,1
d050b369-dd0f-43f4-9b6d-73fe5e75b54e,0,1
cf179a79-722b-48ea-99aa-edea43d4bf3d,0,1
488bec46-1976-4a10-b044-354f44fc47ec,0,1
b63d7d25-4c32-4062-b2df-822a06fadbcd,0,1
032cba43-1444-49ec-82d7-d88e1301f4c9,0,1
a5b64d72-5609-4d96-9b81-d7e1f8ad7873,0,1
2ee2b626-c6dc-4677-a42d-cad818450281,0,1
f7d8c557-e94f-4360-9e09-1d16c2094dbc,0,1
c44d6e58-9ceb-402f-9af4-ad317bdd603b,0,1
65a7ae42-8c83-4b7b-a3d1-42666dc3aee8,0,1
e21752e5-6dcd-4dfd-ba90-b7508305f09f,0,1
d4351d7d-534d-4071-b830-2add147417fb,0,1
bd0e3c21-a9ac-42a5-9f85-d21857381ff2,0,1
15c0b84b-72d1-4708-a006-62a760f96acd,0,1
23606ce0-0e70-4444-bd4f-6020e6c1b43f,0,1
42ded9ab-c03d-441c-9b91-0658b56f812e,0,1
2e522959-659e-4f35-822d-ab5fc697c758,0,1
7e6b2f3f-4f09-48f5-be9b-bfd51718ac83,0,1
3c8a6ad5-f760-40ce-aa27-7eed39c4ce11,0,1
94464680-9b70-4e2d-badf-94c5ad33d39c,0,1
b46b5300-a35c-44a2-b3c1-349e28b18451,0,1
f07ec5ce-1366-4ebc-852b-cb1332a600d6,0,1
2cf1f585-69ae-4e53-8573-e19069e019c3,0,1
86873b9b-408f-4305-acc5-711615f01cb3,0,1
371701f3-b501-4ddd-825a-8eb66b2ca902,0,1
438f6307-38a6-4eb7-91ff-640f0bbae95f,0,1
1a0f5ec5-2b0a-4bc5-ac2c-30ed6de97060,0,1
3aca3b97-5c96-49d9-b521-6a369dd00624,0,1
a9ca3247-99ff-4893-aad0-14ccea7279c8,0,1
2d8c5adf-3b3d-40f9-ad84-195b5ab184ba,0,1
0d696f9b-c2f2-4e1d-b0d7-cd061dcced6c,0,1
e36f6d2b-ca9d-46bb-886b-91ca050723ff,1,1
207e1715-0985-4b99-97de-de5d8fd5d8d6,0,1
cf4bf78d-6e59-466e-b8e5-fca451d0c235,0,1
1d1d6614-847a-4d53-8250-eda641f3ee78,0,1
e60d5adf-8167-443b-b9bb-b0d100f2b0f9,0,1
64af1ca5-f1b8-4f28-8cfd-21d1ba459159,0,0
a64f9755-943d-41d4-8a07-5237ca1826de,0,0
281ab754-65d3-4321-9f61-3439d6e2afaa,0,1
11195407-c251-4e5b-b21b-a743ca8cf53f,0,1
42b5db8f-fb9e-4d5e-8011-343a172d145c,0,1
4113df59-3105-47f7-a30d-2403e5f7b31a,0,1
50184c5e-316a-4c0a-8c84-0a8d804ddb71,0,1
131bf5f1-d80c-4c39-b5a1-a6d30d1929ac,0,1
c506d157-49f4-4385-81f1-e16882cf4425,0,1
f10f2ebf-b502-425c-85ac-ed60ec71eb2d,0,1
7e2fd513-f9a0-4fc4-855a-238ba0bd575a,0,1
36630512-1749-4199-bbe0-acb3ba540718,0,1
15c629b7-cf3d-4cc9-a624-4aa3a93e968d,0,1
a1f2eeda-f4f7-4abc-96db-d1dcc9f779a2,0,1
74957dd1-6442-4ee1-a392-2340064d31a7,0,1
21767dc8-e8bf-4e77-ad9c-da0b1bdb0976,0,1
e8d8d6bb-e1b8-4a8c-ba44-c2f715a6699d,0,1
aa990250-3f5f-448c-9e42-b15b65b25d16,0,1
e9b0659c-1ea0-4bf4-a40c-279bedc66247,0,1
a9b53e60-81c9-4bd8-a0d6-e99b756b53b1,0,1
d76796f7-faba-42f3-b1a6-1443d57f6f88,0,1
8b867d60-8da9-4788-bae7-3a364824beef,0,1
cdedfcfa-d852-4a3e-a6b0-9bc739fa4559,0,1
96679f31-ec83-4446-8ed0-9f619f61d478,0,1
bb22f87e-e4be-4b95-9a86-c532b93e5397,0,1
e27c5b18-5d86-4667-bf6e-2954c85c325a,0,1
3c2168f6-25b1-4128-ab25-d8c47bc62df6,0,1
45fb9e7a-a456-40ab-b89f-8cf083e7c83b,0,1
a8606bdf-ceb6-4a48-a4af-dd36e705c749,0,1
ba9ac3b9-6107-4a5f-9d72-7d7fccb28065,0,1
b8c318ba-e5f3-4952-b0f6-f92a4e16fdae,0,1
e126dc18-90cf-4728-b6be-f6d800c3e2b9,0,1
a4611252-d7b5-41a3-aa8e-eec20f57f346,0,1
137bcaad-a15e-4bcb-9a17-0cdeb9aabc0d,0,1
cdcea722-3248-41f2-a1ed-5a2f2284b958,0,1
2e3d7d24-6429-4d53-a9a6-5fc1d2913e65,0,1
1fc09132-a30b-4d53-b346-8ed128c80fb9,0,1
a2197d95-c2e1-4ecc-9693-c5bdb84acced,0,1
2c1ea0a2-7797-4b41-b784-821599fd2d02,0,1
bc86ead1-a359-4d49-8e38-cfd4e7fb11ef,0,1
967effa0-294a-442c-a9c8-c0c7a9c8de53,0,1
a6351ad3-ca93-427b-a372-59cc9b881973,0,1
0aa355cd-6bf0-4d58-bc6f-eba8c2f3aa21,0,1
1fc75791-0b3b-47a8-bf71-151f778cbfad,0,1
f5ebf529-4d21-4c55-8397-42535ade2067,0,1
0ddabd69-ed22-4199-8035-693308c84f19,0,1
8a053290-37c4-4ab3-b639-8d4949019fc3,0,1
6c405382-eb1d-452e-9276-88b4c0839768,0,1
80a5c81e-f951-48f2-b1f3-c5d2e5fa28c1,0,1
d3b749d9-c398-4a45-91bd-9acaec3b9936,0,1
9b0fbfcb-feda-407d-b976-4eb09dcda485,0,1
85e5e549-81f8-44c9-a86f-bd94ac651eb9,0,1
528405f1-8c48-49cf-8817-6908a22dff31,0,1
f59422d7-ed8f-4764-b050-1c4827076dbd,0,1
2324d9a2-f96f-4345-811c-16f07e776ffa,0,1
1aa8ea06-2efb-49d8-9e91-7134e1e0246c,0,1
5eecee81-c045-41ea-a869-c77069574b23,0,1
19a5eaeb-ab00-49de-933a-03994c6f43b4,0,1
6feda9c2-625e-4836-8669-ce5ce60036f1,0,1
0cb3ea84-99ec-41e5-870e-fc7127110d8f,0,1
ebf4c3a5-ccdd-41b2-a230-d42a2998c0d7,0,1
79404c0b-9c1e-4637-bb8a-89314e4424ad,0,1
98888c5f-dce9-4c33-98b3-bbfaef4e0c35,0,1
0c1aaebe-dede-4483-bea2-59ed429a6996,0,1
268dffdb-97d3-4dcb-bb03-0624fdcf5e1e,0,1
0e33f233-5485-4f99-8169-418c02010ace,0,1
e1e92a47-1c4e-41f4-a41e-c1bd87f823e4,0,1
aa9240c9-6c96-4fee-b543-c22b3f475f4d,0,1
69907e42-0484-4bf2-a813-8a241cb54e92,0,1
47976774-85ae-4b12-8be7-94d0186d7e29,0,1
d8bc5828-423f-418e-aece-5b99df502d76,0,1
84df071b-a83c-471a-80a8-041f42ffe3c4,0,1
2f1804f6-373a-4306-9cb0-b9bb3b29b159,1,1
4109ad46-76e7-4cb0-b62b-f9a61733dc6a,0,1
a3e19c67-9ac6-471e-9f60-f652d9a180c0,0,1
f9f4a860-46b5-4cd2-a3a2-7f33bd2b9e18,0,1
156eb288-0ab7-4804-907a-ee77954dbde6,0,1
583deaa8-58e2-4ea4-9d94-ffe25dc5bf4d,0,1
1cd56399-eb5b-4831-9759-1b9fdeccab07,0,0
b8cb4fb9-72fd-41d9-88ce-e7185781bad7,0,1
a35db0ff-2616-4539-9d36-6163ff5e6f1f,0,1
085baf85-80dc-4767-9182-867e46202407,0,1
b2ef02c5-b5ca-4f2b-80b7-fd053be0fabe,0,1
1378a85c-8306-41f7-b7a2-029af6818650,0,1
95ab3d60-cff7-4578-bb4c-c6055f50ee34,0,1
2fd8afd6-31a4-4d0d-8f0b-20412fe18b35,0,1
d4f51634-2bd6-4008-959f-5ef92859107d,0,1
1d7108df-7e8e-443d-84be-7afb010dc26c,0,1
785aa0c2-bfe9-4033-b48d-e5558f0c4e6b,0,1
af7e0faa-8290-432e-b6ad-6f50d202d471,0,1
5ac3bc99-950c-4217-9404-3ffca3b38263,0,1
4a99627d-1f69-4185-9f41-328a38b68bb3,0,1
73923bce-928b-4337-b83e-f7c6714b804d,0,1
fb2688c9-f911-49dc-8208-d37ea460dda6,0,1
56591828-39cd-4d07-b31d-598e9c7ae125,0,1
5e341640-515d-4353-9f7f-ff5d609ae061,0,1
eea2f35d-e883-4fa2-aca5-287c3b992628,0,1
aef5c493-92f8-4da2-a008-7b4dd890e865,0,1
3d1cc49a-3bba-4445-adb3-82c1d224ece1,0,1
8a56c2ad-cccd-4f94-a061-3d3635d2dc56,0,1
974531e9-2e3b-41ae-a9f3-e2c5cc62fc99,0,1
039e510a-9ea4-4f88-bcba-db95c22ce87a,0,1
514b0072-43e5-4afd-b63a-39d3963ae303,0,1
5b8178b3-2e1c-4f8d-a130-f00c407d3822,0,1
7defb4b8-a5f1-4643-b1fe-63377e6a35c0,0,1
dec811a8-33e0-4fb7-b1bf-a2ee677b0657,0,1
761eda63-83b7-423c-9e07-2086de2da1a0,0,1
591c05b4-6b68-4821-8801-e493180ea3e3,0,1
521b65b3-dcc0-49a5-b08b-8083d184076a,0,1
919141d2-ec78-4a8c-b5c6-bc6801b131dd,0,1
836007d3-2282-45c0-a52e-bf2ef0d9095c,0,1
0886ea2e-4788-4d9b-8815-2e8525cd3f06,0,1
a3649efa-7281-4889-8d06-a55a5e4b41d1,0,1
44c672af-784f-4b09-ad38-1ac53a9d7efc,0,1
ab46cca3-1212-445b-b90d-69031f270241,0,1
993cbc21-d991-42bc-864f-59f26b6967b9,0,1
7652441a-b0ba-43db-bae0-35ba0519d282,0,1
954d284c-42dd-4508-a38d-e4c1e173bd77,0,1
d86cd4ad-6a7c-40b7-9c1c-bfbec0902f04,0,1
3a67be40-b4b7-4c9e-9997-3d56772ff7cd,0,1
c7679a62-1b47-448b-a40a-548dd911c3c4,0,1
6cb0ec1f-6a0e-4895-bb20-757cb37926b4,0,1
0d627b29-7733-405f-8974-9a7176e8d6ff,0,1
838502bf-667e-4022-a0dd-029ab9fc36b1,0,1
c7ba710b-eb10-4455-be1c-4a17c4a70b17,0,1
5f878d75-c3fa-4119-adf8-101a3be3d734,0,1
a4afc7ee-a925-460d-9944-27d5b70bfb15,0,1
9b21b116-9da7-4366-9950-5132ab9999fd,0,1
2001b6e1-971b-4eb3-b54b-ebc5a91508b9,0,1
31d33b1a-552d-479a-b5fe-6b835f65d778,0,1
f22cfce0-777a-408a-88b7-b098041d4332,0,1
487a8268-c198-4df2-b45b-2a654bd0c2d6,0,1
b23114f9-f2f2-4db6-8c9f-27fac485a888,0,1
b1a0aa20-6a78-4909-bbe4-ad150420e84a,0,1
bbb8c0de-88c7-4db8-9369-08592ef1f024,0,1
63ddb04a-09ca-4132-a651-462292cd6549,0,1
c34ceaca-d139-42b5-b0d3-3f14ef8dd50a,0,1
29566b41-a318-4b1b-933f-05c1dc579329,0,1
c4f10752-9e61-4315-bad3-b49fda2742b0,0,1
31c593f9-75a0-4d86-8f0b-f41fa6d3e4c3,0,1
fbadc31a-b1e8-412e-9ac4-07e98947613f,0,1
aea72fcc-9f77-4671-ab2b-a0233798fed1,0,1
4fcdb6df-3adb-475e-91b6-f6583e542f54,0,1
32373ac0-2d8a-4a67-9d26-3673c5d9d6a2,0,1
202c1c18-737a-45d2-9d36-6308be17143f,0,1
87735afe-ac24-427b-82a6-41afee378509,0,1
d9d46efa-be81-43a1-b17d-e59ca7911cb0,0,1
6d32d6ea-58d5-4fb5-b816-2cf275acdd8e,0,1
a0816d9f-b0b6-472f-bd00-35078f69f92a,0,1
1e576dc8-025e-4f3f-a1ec-93d0d15a3ea3,0,1
75599454-1c1f-4f70-ab30-ded107aec0d2,0,1
497a3d4a-fb01-46cd-9714-308a0e86681c,0,1
291654bd-cc5e-4bc1-b6d6-145a4ff3ba47,0,1
0f2df0de-35df-4625-9276-866de6921a6e,0,1
6c063d61-cf2f-48d7-92d8-9daf8504b14e,0,1
b7b487f1-0b0f-4429-899c-df7288601cd3,0,1
ab4cd351-8dab-453f-b56d-6039e0acfa84,0,1
8d3b7921-c917-4eea-bf66-a1c8ad0b4769,0,1
f026e1da-aae1-4b4b-b77b-36ea7dec6209,0,1
788bcc7f-3100-45ea-b84d-6674cb0de945,0,1
68ce5b1a-852f-4216-9edd-50a3c6b9503f,0,1
5ec04b40-4264-474c-b6f3-938da3be8dc0,0,1
807781ba-4aed-4384-8b7f-e34fa93b8779,0,1
40537a8c-18c7-41ab-bb8d-052615a31a08,0,1
ad3c8e60-cd10-4617-8ab2-9841411c5544,0,1
bd319190-9d51-48e4-87d6-84d26cccfc69,0,1
b7fae4e0-a576-4e98-b6e1-b3169c3cde7a,0,1
16419bdd-3f1b-412c-930c-1827cc8cd875,0,1
3e428a39-a6f1-4cf0-bf95-9c51c2d7db15,0,1
66f275ac-f45c-4ce4-85ce-24f1a873b656,0,1
973a814c-b3ca-4e41-b7af-1aaf00f27bc6,0,1
620424d0-e563-4e40-b018-efbf20f907db,0,1
e7b8a873-ddb3-4241-b933-603c911192c8,0,1
8ce010a4-5e3c-49ac-8e92-a50305619564,0,1
32de57c1-8c01-4a8a-bb75-0d107486fe3f,0,1
ab74f18f-3855-41b2-b38d-e1d2c51d01fd,0,1
24e581c8-4097-496f-944f-ad6669562dad,0,1
84c19c86-def3-4b22-9327-21c118c6aff8,0,1
4c1b2df3-af2f-40f6-8204-078294200ffc,0,1
d2e0c571-93a2-48ca-a76e-805aef73db50,0,1
32ea34ca-97f1-48f6-aa5c-4da31564fba3,0,0
49917e1e-5e40-488b-b31a-0adfc5689d5c,0,0
63764f03-6dc3-4997-8956-a46bb3a04b9d,0,0
c5f2c15a-5a99-4579-a781-bdcfb66e202c,0,0
48c5f962-ee3d-4d6b-ae60-34038ebced1e,0,0
51c39315-7eb6-47af-aebb-c5e824898069,0,0
71d48ad8-fa5c-43bd-b216-1937c82890aa,0,1
e2499f5e-5b18-449c-b245-4663a3825a7c,0,1
705a3bd4-d1f5-420c-bd60-f13d72261235,0,1
3057e6d5-188d-430e-b603-17da14d2e28e,0,1
eb029412-1480-4bf9-8de5-b88014cfa76e,0,1
9cb3f0da-768e-4580-8142-999dd24d1163,0,1
9331bc2d-f3a0-4ed5-95a1-9611da31bed9,0,1
b6b56cad-8a3e-41c9-8417-2217a29779b5,0,1
0e090b36-aef7-4ad6-b348-88bed14a9420,0,1
71048b94-64b4-433c-9e5e-ad8a29f0bf31,0,1
55e9c098-857f-4dd4-bef3-89468e4406e1,0,1
baa56f0a-49d2-47b1-a36a-12513bd39cbc,0,1
ecd662e8-db97-4154-8173-4c937b1e0ade,0,1
368b9b1f-2b23-4d96-ba6a-861a6caaff00,0,1
da3a9fde-3bb2-4899-a7ba-d8a19836a534,0,0
88a3c555-7f18-4aa3-a248-ab6ab47cd79c,0,0
fbc2357b-ec01-4c30-a4be-dcc5438b9b0e,0,0
0b6576b2-83dd-4f2f-b7a4-d1ace692de86,0,1
a20abdcc-8732-4c37-983c-2f8977943f6d,0,1
fb47c136-e18e-49ac-988d-806a3396dc7e,0,1
3c227da7-1ff7-42f4-8f0d-49eafca7ce35,0,1
46ec987e-709b-48a7-b8c0-0fc99a706e97,0,1
a78f9ed1-17c6-4ce6-a853-70f5180bbdaf,0,1
62d734a8-027d-4bcd-a693-be9775f7ab5d,0,1
64f409d3-545c-431f-8f66-5091cc57f064,0,1
6efc64a8-6218-4afa-92a2-714e44e91004,0,1
881d86a9-a88e-4047-8bbe-e04f3aa0998f,1,1
e51a0eb5-77ef-45fc-87f8-9040895c03b8,0,1
7e71f908-3395-46d3-acd5-056c6ab43b95,0,1
ebcfec5e-138e-495c-a704-64389a41976a,0,1
a505ecc5-b316-4617-99c5-e090f5b1f550,0,1
4ab152f9-ee78-4a20-9110-af228702801b,0,1
d49db280-8737-407d-80b6-8deebecf75fd,0,1
079a8b3a-e2a9-416e-b257-a2f01fcc780c,0,1
a07b6ed3-82a5-4db1-96ac-491e098c0a3d,0,1
a7b4c8ef-7d4b-4fb3-a357-de499431f2c0,0,1
ac01210d-b734-4fc9-a5b6-a73a573322c8,0,1
1031a6c9-6c17-4496-8e72-82573958b20d,0,1
63eab46e-653c-4928-94b9-a39cea284a18,0,1
e8ba52fd-c576-4eb5-8be1-237600750b33,0,1
449c89ed-b47c-4e30-815b-f6af79351438,0,1
37cef8e9-e36e-4089-8f36-764ab59d57f4,0,1
54a6e094-0352-44d6-aeff-61b324317c34,0,1
7bf98921-8cc2-4811-a318-a646ea424afd,0,1
544052f7-f31e-4b2b-9287-cedef94fbfa7,0,1
700f0162-97e9-4cde-a4e6-ddbced72be24,0,1
9dc1fdc7-dd4a-413a-8d6f-cdf43f472f40,0,1
64083ecf-6c7d-4277-b22f-0fc29fbe69cb,0,1
d5a27e06-e731-4314-8954-117566e2c2f9,0,1
aa386d7d-aeda-4cc9-8557-62fd26934ef9,0,1
307df3bd-3b9d-480d-8189-c9ccf652763f,0,1
e291d1a0-9922-4974-b098-994d4998dba9,0,1
2623aae4-6232-4576-bdf8-7e7a11690e73,0,1
03f7cbfc-0a71-4887-8509-e78cfbf4bc44,0,1
434cbe27-0fa6-4195-9c74-a06977f09119,0,1
c253e282-0e7d-4c92-9976-98d822cd14be,0,1
99476544-34de-4454-94d0-6bc2eee5320c,0,1
03190ecd-72e1-4c45-8c12-3c6dc167d687,0,1
227d8805-5624-44d0-ab00-6534f7653c65,0,1
392ac2c6-9edc-443a-9a96-d0c8fe49eda6,0,1
27457bfe-b723-4bff-aef9-d56bdebad76a,0,1
adb94fb0-aaa3-4abb-a5b1-4f878d944989,0,1
d885afeb-5b2a-44fc-88c5-6f26826c240e,0,1
448ec597-73ae-4f80-b096-de4056358a7f,0,1
dc67c669-1303-428b-b68c-c27e2aa355d5,0,1
6142017c-bcf4-4ef5-b965-713e2cc16ada,0,1
dde99170-a096-4c80-95ad-97f404d71b7a,0,1
9d8aaf60-ee2f-427e-b967-0bbfe4927ba6,0,1
07697277-9d75-40f9-9f24-0f3b5dc99a4c,0,1
f4026b35-ab83-495a-9499-90763f42fb3c,0,1
29e8de18-fb7c-4600-a16f-95728a6fe1c2,0,1
fccccc76-627e-4709-a310-e26cf72a55a7,0,1
c825817a-97f8-4582-b33c-00db1eb6639f,0,1
2d187a21-ad19-415f-b519-05ff88fbf616,0,1
5bd346dc-3fc2-478d-94b0-1843ff707ed0,0,1
be210cd7-a163-43d0-8d2f-bb2fdddc4402,0,1
6718ea24-6dcc-4c2e-9542-37789d15cf49,0,1
ebb3d684-f827-44a0-addd-9e1881b59004,0,1
ce264a21-dbd3-4930-bc1a-230ce3112ee1,0,1
6b118781-c219-4178-98e4-4d0329bc1d2d,0,1
b6480f12-6268-4fe0-a4a0-9ebfff6266c6,0,1
7b9b8218-71fd-42ef-aa28-992ad65c1758,0,1
794a74de-c118-4d95-a6cc-58e705c8dc1c,0,1
7933f9f1-bd9b-4705-980f-5830053e7cb9,0,1
887ab1e4-edca-4643-82be-79a946ddaffd,0,1
4fb5caf8-454e-4e08-84ed-4b7468fca301,0,1
75bf5e2d-1cfa-4f52-8bf5-07ebd6b5c181,0,1
42531b5d-fc93-46fb-bb95-4effb4020b73,0,1
3f6214c1-f28d-431e-a69e-81bb6efb98a1,0,1
7275ab14-af65-4c10-b9bd-c79df8b12f12,0,1
e20aa1e5-30fa-4bc4-b4bf-f43228d1d12b,0,1
974631ac-8ef1-4393-8026-8291665647c7,0,1
690b76ae-1e99-45ce-aae4-6c66a6bac083,0,1
84617d36-605d-4e0e-bc07-59e1f57ae80b,0,0
2d320eeb-a5ec-484d-afac-45d3fdfbf3fe,0,1
7c675540-d5b6-4d33-bc93-f5a8afa7908e,0,1
50a97a88-aa08-49ea-a042-9dfc959e11b0,0,1
1d1d12a7-af81-4764-801b-19a35454a332,0,1
ea3e2205-6ae7-4064-af8b-fdf7dde04d6a,0,1
8043b3f9-7289-44fe-84f9-6d5a9d8ce919,0,1
83d3eb9d-2cad-42e6-84b4-9837dde6761b,0,1
917ae95f-9697-4627-88d2-44483249eaed,0,1
837e68de-958f-4359-af20-2f6502dc3301,0,1
0da8a0a2-68f6-47e3-b7f0-1ebaca1e9139,0,1
0b8ab9de-8bfa-4f16-92da-b4c98eabc3e1,0,1
b968ef7d-6353-4cb1-a2dd-332d20c3cd13,0,1
3f56f9db-9e6e-422c-b947-608dab6a6353,0,1
443698df-b838-4212-adbc-91852afdf1bd,0,1
90eb1ea2-5fb2-4ec7-afbe-6df8b1de1a4c,0,1
7965afba-aee2-4fd5-8586-2c3c8c60cf30,0,1
2f25900b-4987-43f8-917b-32929d4fcb70,0,1
d08a76d1-a28c-4580-82df-7d48706e7161,0,0
0b29b901-6c4d-4bc7-a12a-e2d2febaea3b,0,1
5cc5f383-4851-449c-8877-b5a078e9df49,0,1
e9b8bdf6-084c-4ed0-9b28-837f91150a8a,0,1
1e29f3c6-88be-4f2f-a72f-359a7288da43,0,1
d908d068-5b3f-4409-bf36-8c2e3c052966,0,1
364d8450-5e35-401c-9874-9544292254f8,0,1
6bb6f011-52d7-484d-9e53-f95122069cd1,0,0
9f201020-4424-4d96-aecd-c787cddc000e,0,1
